血統登録番号,馬名,父正規名,母父正規名,母母父正規名,枝1_父ブロック_父父,枝2_父ブロック_母父,枝3_父ブロック_母母父,枝4_母父ブロック_父父,枝5_母父ブロック_母父,枝6_母父ブロック_母母父,枝7_母母父ブロック_父父,枝8_母母父ブロック_母父,枝9_母母父ブロック_母母父,現代馬9枝シグネチャ
2017104663,ジュンスターリッチ,アイルハヴアナザー,アグネスタキオン,Awesome Again,地,バ,地,極,極,地,バ,極,極,地・バ・地｜極・極・地｜バ・極・極
2017106212,ヒルノパルマ,オルフェーヴル,Concern,Northair,地,極,地,極,極,地,地,極,極,地・極・地｜極・極・地｜地・極・極
2017104642,デルマカーネリアン,ノヴェリスト,ディープインパクト,Polish Precedent,極,地,地,極,極,地,地,バ,極,極・地・地｜極・極・地｜地・バ・極
2017103376,コレクションラヴ,リアルインパクト,フォーティナイナーズサン,グラスワンダー,地,バ,極,地,地,極,極,バ,極,地・バ・極｜地・地・極｜極・バ・極
2017104875,ピエナハーブ,ノヴェリスト,クロフネ,サンデーサイレンス,極,地,地,地,極,極,極,極,極,極・地・地｜地・極・極｜極・極・極
2017100735,サツキワンチーム,シニスターミニスター,サクラバクシンオー,ジェイドロバリー,バ,極,地,地,極,極,極,極,極,バ・極・地｜地・極・極｜極・極・極
2017103298,エスプロジオーネ,マツリダゴッホ,Royal Academy,Riverman,極,極,地,地,極,極,極,極,極,極・極・地｜地・極・極｜極・極・極
2017100973,ダイヤモンドリリー,グランプリボス,フレンチデピュティ,Seeking the Gold,地,地,極,バ,極,極,極,極,極,地・地・極｜バ・極・極｜極・極・極
2017102184,ソフィスティケイト,サイレントディール,ティンバーカントリー,Danzig,極,極,地,極,極,地,地,極,地,極・極・地｜極・極・地｜地・極・地
2017106282,スパークジョイ,クロフネ,Rahy,Mr. Prospector,地,極,極,極,極,極,極,バ,極,地・極・極｜極・極・極｜極・バ・極
2017100189,コウユーユメヲノセ,パイロ,ティンバーカントリー,Danzig,バ,極,極,極,極,地,地,極,地,バ・極・極｜極・極・地｜地・極・地
2017104077,バッファローボム,ヴィクトワールピサ,タイキシャトル,ラムタラ,地,地,地,極,極,極,地,極,極,地・地・地｜極・極・極｜地・極・極
2017104856,マルカシュタルク,マルカシェンク,トニービン,Dike,極,極,地,極,極,極,極,極,極,極・極・地｜極・極・極｜極・極・極
2017110168,サンメディル,Lemon Drop Kid,During,Seeking the Gold,極,地,地,極,極,極,極,極,極,極・地・地｜極・極・極｜極・極・極
2017104869,ライトマイファイア,ハーツクライ,クロフネ,Woodman,極,極,地,地,極,極,極,極,極,極・極・地｜地・極・極｜極・極・極
2017104674,ヒューミリティ,ダイワメジャー,ドクターデヴィアス,Mr. Prospector,極,極,地,極,極,極,極,バ,極,極・極・地｜極・極・極｜極・バ・極
2017106627,レラシオン,モンテロッソ,アドマイヤジャパン,サクラバクシンオー,地,バ,バ,極,極,地,地,極,極,地・バ・バ｜極・極・地｜地・極・極
2017104469,ガラスノヒトミ,ゴールドアリュール,Wild Again,Alydar,極,極,地,地,極,極,極,バ,極,極・極・地｜地・極・極｜極・バ・極
2017110002,メイショウロールス,Canford Cliffs,Amadeus Wolf,Rossini,極,バ,極,地,極,地,極,極,極,極・バ・極｜地・極・地｜極・極・極
2016104335,ザメイダン,ルーラーシップ,クロフネ,サンデーサイレンス,地,地,地,地,極,極,極,極,極,地・地・地｜地・極・極｜極・極・極
2014100128,テイエムチェロキー,トランセンド,スペシャルウィーク,Woodman,地,地,極,極,極,地,極,極,極,地・地・極｜極・極・地｜極・極・極
2015105429,ミラビリア,マツリダゴッホ,ブライアンズタイム,ルション,極,極,地,極,極,地,極,極,極,極・極・地｜極・極・地｜極・極・極
2014103545,メイショウワンモア,ダノンシャンティ,Storm Creek,Talc,地,極,極,地,極,極,地,極,極,地・極・極｜地・極・極｜地・極・極
2017105628,パリスデージー,エピファネイア,アグネスタキオン,Avenue of Flags,極,地,バ,極,極,地,極,極,バ,極・地・バ｜極・極・地｜極・極・バ
2017105326,アクニディ,ディープインパクト,Rock of Gibraltar,Rainbow Quest,極,極,地,地,地,極,極,極,極,極・極・地｜地・地・極｜極・極・極
2017102236,リトルウィジー,ナカヤマフェスタ,エンドスウィープ,ビワハヤヒデ,地,極,地,極,極,極,極,極,極,地・極・地｜極・極・極｜極・極・極
2017104839,ヨルノトバリ,スピルバーグ,Lord of England,Monsun,地,バ,極,極,地,極,極,極,極,地・バ・極｜極・地・極｜極・極・極
2017105086,ブランシュフルール,ジャスタウェイ,キングカメハメハ,エリシオ,地,地,バ,極,地,地,地,極,極,地・地・バ｜極・地・地｜地・極・極
2017100943,シセイイワイ,ヴィクトワールピサ,ブライアンズタイム,Dayjur,地,地,地,極,極,地,地,バ,極,地・地・地｜極・極・地｜地・バ・極
2017103001,オンザルース,ルースリンド,ダンスインザダーク,ジェイドロバリー,地,地,極,極,極,極,極,極,極,地・地・極｜極・極・極｜極・極・極
2017102560,ラウダーテ,ジャングルポケット,ウォーエンブレム,スペシャルウィーク,極,地,極,極,地,極,極,極,地,極・地・極｜極・地・極｜極・極・地
2017103331,シェーンクラート,マツリダゴッホ,ホワイトマズル,マルゼンスキー,極,極,地,バ,極,地,地,極,極,極・極・地｜バ・極・地｜地・極・極
2017103238,ウインルモンド,ワールドエース,ヴィクトワールピサ,ノーザンテースト,地,バ,極,地,地,地,地,極,極,地・バ・極｜地・地・地｜地・極・極
2017100712,アイシーブルー,キングズベスト,トーセンダンス,タイトスポット,極,地,地,極,極,地,極,地,極,極・地・地｜極・極・地｜極・地・極
2017104073,エトワールミノル,エスケンデレヤ,アグネスタキオン,Kingmambo,地,バ,極,極,極,地,極,極,地,地・バ・極｜極・極・地｜極・極・地
2016104832,マイサンシャイン,ゴールドアリュール,ブライアンズタイム,Mr. Prospector,極,極,地,極,極,地,極,バ,極,極・極・地｜極・極・地｜極・バ・極
2015104623,メープルリキュール,オルフェーヴル,Meadowlake,Explodent,地,極,地,極,極,バ,極,地,バ,地・極・地｜極・極・バ｜極・地・バ
2014105635,リーゼントシャルフ,ディープブリランテ,Woodman,Hero's Honor,地,バ,極,極,極,極,地,極,地,地・バ・極｜極・極・極｜地・極・地
2015104725,ヒミングレーヴァ,ロードカナロア,リンカーン,ノーザンテースト,地,地,地,極,極,地,地,極,極,地・地・地｜極・極・地｜地・極・極
2016102174,タマノジュメイラ,ダンカーク,マンハッタンカフェ,Zilzal,極,極,地,極,極,地,地,地,極,極・極・地｜極・極・地｜地・地・極
2016102586,ヨドノオーシャン,オウケンブルースリ,バゴ,アフリート,地,地,バ,極,極,極,極,極,極,地・地・バ｜極・極・極｜極・極・極
2016110008,ミッドサマーハウス,Heart's Cry,Tanino Gimlet,Kingmambo,極,極,地,極,地,極,極,極,地,極・極・地｜極・地・極｜極・極・地
2015104414,ダンシングチコ,ダイワメジャー,Moscow Ballet,Slewpy,極,極,地,地,極,極,極,極,極,極・極・地｜地・極・極｜極・極・極
2016104152,トーアシオン,プリサイスエンド,ゴールドアリュール,Distant View,地,地,地,極,極,地,極,極,極,地・地・地｜極・極・地｜極・極・極
2015105971,エルポルラド,エンパイアメーカー,Desert Prince,Indian Ridge,極,極,極,地,極,極,極,極,極,極・極・極｜地・極・極｜極・極・極
2016100857,カッシーニ,ルーラーシップ,ウォーエンブレム,Bering,地,地,地,極,地,極,極,極,極,地・地・地｜極・地・極｜極・極・極
2013104708,ヒカリトップメモリ,ハービンジャー,フレンチデピュティ,Woodman,地,地,地,バ,極,極,極,極,極,地・地・地｜バ・極・極｜極・極・極
2016104785,ホウオウエックス,ダイワメジャー,ウォーエンブレム,Southern Halo,極,極,地,極,地,極,極,極,極,極・極・地｜極・地・極｜極・極・極
2016102694,トーホウフレーテ,ロードカナロア,サクラバクシンオー,チーフベアハート,地,地,地,地,極,極,地,極,極,地・地・地｜地・極・極｜地・極・極
2015104514,バットオールソー,ストロングリターン,グラスワンダー,サンデーサイレンス,極,地,バ,極,バ,極,極,極,極,極・地・バ｜極・バ・極｜極・極・極
2016103451,ニシノアマタ,ディープブリランテ,ウォーエンブレム,Capote,地,バ,極,極,地,極,極,極,極,地・バ・極｜極・地・極｜極・極・極
2016106292,オールイズウェル,ルーラーシップ,ゼンノロブロイ,エルコンドルパサー,地,地,地,極,極,地,極,地,地,地・地・地｜極・極・地｜極・地・地
2016103916,ベルキューティ,ロードカナロア,ネオユニヴァース,タイキシャトル,地,地,地,極,極,地,極,極,極,地・地・地｜極・極・地｜極・極・極
2014104432,スズカメジャー,ダイワメジャー,クロフネ,Kingmambo,極,極,地,地,極,極,極,極,地,極・極・地｜地・極・極｜極・極・地
2012101013,アポロノシンザン,サクラバクシンオー,Saint Liam,Bernstein,地,極,極,極,極,極,地,極,極,地・極・極｜極・極・極｜地・極・極
2015100978,ラブカンプー,ショウナンカンプ,マイネルラヴ,タヤスレミグラン,地,地,極,極,極,極,バ,地,極,地・地・極｜極・極・極｜バ・地・極
2015101695,ヒザクリゲ,ケイムホーム,フレンチデピュティ,サンデーサイレンス,極,極,極,バ,極,極,極,極,極,極・極・極｜バ・極・極｜極・極・極
2014100668,ハングリーベン,ベーカバド,スターリングローズ,Silver Deputy,地,バ,地,極,極,地,バ,極,極,地・バ・地｜極・極・地｜バ・極・極
2016106453,ナランフレグ,ゴールドアリュール,ブライアンズタイム,タマモクロス,極,極,地,極,極,地,極,極,極,極・極・地｜極・極・地｜極・極・極
2015100416,ライオンボス,バトルプラン,ステイゴールド,Seattle Slew,極,地,極,極,極,極,極,極,極,極・地・極｜極・極・極｜極・極・極
2014105801,メイソンジュニア,Mayson,American Post,Anabaa,地,地,バ,極,バ,極,地,バ,極,地・地・バ｜極・バ・極｜地・バ・極
2013101042,ダイメイプリンセス,キングヘイロー,ダンスインザダーク,Storm Bird,バ,極,極,極,極,極,地,極,極,バ・極・極｜極・極・極｜地・極・極
2015100830,ジョーカナチャン,ロードカナロア,ネオユニヴァース,Efisio,地,地,地,極,極,地,地,極,極,地・地・地｜極・極・地｜地・極・極
2014105309,サイモンミラベル,ダイワメジャー,キングカメハメハ,Kendor,極,極,地,極,地,地,極,極,極,極・極・地｜極・地・地｜極・極・極
2015110022,オーロリンチェ,Discreet Cat,Meadowlake,Pleasant Tap,地,バ,極,極,極,バ,地,極,極,地・バ・極｜極・極・バ｜地・極・極
2013104793,ホイールバーニング,ヴィクトワールピサ,フレンチデピュティ,ドクターデヴィアス,地,地,地,バ,極,極,極,極,極,地・地・地｜バ・極・極｜極・極・極
2015103408,ガウル,キンシャサノキセキ,Dansili,Zafonic,地,極,極,地,地,極,極,極,極,地・極・極｜地・地・極｜極・極・極
2012106232,ヒルノデンハーグ,ディープスカイ,Kingmambo,Cox's Ridge,地,極,バ,極,極,地,極,地,極,地・極・バ｜極・極・地｜極・地・極
2014103370,スズカモナミ,キンシャサノキセキ,Distorted Humor,Vigors,地,極,極,極,極,バ,極,極,極,地・極・極｜極・極・バ｜極・極・極
2016100040,カネコメアサヒ,ダンカーク,ゴールドアリュール,De Ramiro,極,極,地,極,極,地,極,極,バ,極・極・地｜極・極・地｜極・極・バ
